uid, timestamp, type, left army, right army, towers, gold lost
cgs_4dce36741f171, 0, 4 3 16 4 8 1 12 16 1 9 2 4 2 15 2 9 4 3 4 8 2 2 15 8 8 8 9 16 3 12 16 4 4 12 1 4 2 15 16 15 2 15 15 1 7 3 16 15 9, 77, -1 23 12 -1 8 12 -1 8 14 -1 23 14 -1 8 16 -1 23 16 -1 8 13 -1 8 15 -1 8 17 -1 23 13 -1 23 15 -1 23 17 -1 24 9 -1 7 9 -1 6 9 -1 25 9 -1 26 9 -1 5 9 -1 10 6 -1 21 6 -1 10 2 -1 21 2 -1 10 4 -1 21 4 -1 9 1 -1 22 1 -1 9 2 -1 22 2 -1 9 3 -1 22 3 -1 9 4 -1 9 5 -1 22 4 -1 29 9 -1 9 6 -1 22 5 -1 22 6 -1 9 7 -1 22 7 -1 3 10 -1 28 10 -1 23 9 -1 8 9 -1 2 9 -1 4 10 -1 27 10 -1 10 0 -1 21 0 -1 22 9 -1 9 9 , 9 2 8 7 16 15 2 2 15 2 15 8 16 1 8 8 3 2 15 15 8 8 16 3 4 4 16 9 15 16 4 8 3 2 8 15 2 2 15 3 16 9 4 8 3 15 9 8 15 12 4 2 4 12 12 4 12 1 9 4 1 3 3 4 7 12 16, request
cgs_4ddc1daa9898e, 0, -1 5 9 -1 7 9 -1 8 11 -1 22 9 -1 24 9 -1 23 11 -1 6 11 -1 9 9 -1 4 9 -1 25 11 -1 26 9 -1 30 11 -1 29 11 -1 1 11 -1 2 11 -1 3 9 -1 27 9 -1 28 9 , 8 4 1 2 1 8 4 4 2 2 4 8 1 8 1 2 1 8 8 4 8 1 2 15 1 8 15 4 1 4 1 8, 69, request, 1 2 4 3 2 1 2 1 8 2 8 8 8 8 3 8 1 4 8 2 1 8 8 15 2 1 4 1 3 3 3 8 1
cgs_4dce36741f171, 0, 9 15 1 2 4 2 16 9 4 8 1 9 16 1 16 15 2 15 15 2 8 12 15 8 16 9 15 9 2 9 16 1 2 8 2 3 3 2 3 2 12 2 15 1 3 12 15 2 3 1 12 15 15 8, 9, -1 10 9 -1 21 9 -1 9 10 -1 22 10 -1 8 9 -1 23 9 -1 7 9 -1 24 9 -1 25 9 -1 6 9 -1 26 9 -1 5 9 -1 27 9 -1 3 9 -1 28 9 -1 29 9 -1 30 11 -1 2 10 -1 11 9 -1 20 9 -1 22 13 -1 22 15 -1 9 13 -1 9 15 -1 20 4 -1 11 4 -1 9 6 -1 9 5 -1 9 4 -1 9 3 -1 4 9 -1 22 5 -1 22 4 -1 9 7 -1 22 7 -1 22 14 -1 9 14 -1 9 12 -1 22 12 , 9 2 16 15 8 8 1 15 9 12 12 9 1 2 15 16 3 8 8 4 12 3 15 15 8 2 2 1 3 16 1 8 1 3 3 1 2 1 4 8 2 9 1 15 9 2 9, request
cgs_4ddc1daa9898e, 0, -1 20 9 -1 11 9 -1 9 10 -1 22 10 -1 24 9 -1 7 9 -1 6 11 -1 8 11 -1 10 11 -1 21 11 -1 23 11 -1 25 11 -1 31 11 -1 0 11 -1 5 9 -1 26 9 -1 27 11 -1 4 11 , 2 2 1 3 4 8 4 1 2 4 8 2 4 3 2 2 3 1 4 2 4 8 3 3 1 1, 90, request, 3 2 2 3 2 1 2 8 1 2 4 2 1 3 2 3 8 1 2 2 1 2
cgs_4ddc1daa9898e, 0, -1 22 11 -1 10 11 -1 21 10 -1 23 10 -1 25 10 -1 11 10 -1 9 10 -1 7 10 -1 8 11 -1 6 11 -1 24 11 -1 26 11 -1 20 11 , 2 2 1 3 4 8 4 1 2 4 8 2 4 3 2 2 3 1 4 2 4 8 3 3 1 1, 129, request, 3 2 2 3 2 1 2 8 1 2 4 2 1 3 2 3 8 1 2 2 1 2
cgs_4ddc1daa9898e, 0, -1 21 9 -1 10 9 -1 23 9 -1 8 9 -1 6 11 -1 7 11 -1 24 11 -1 25 11 -1 9 11 -1 29 11 -1 3 11 -1 1 11 -1 31 11 -1 27 11 , 2 1 8 8 2 8 2 8 8 2 2 8 2 2 1 2 2 1, 43, request, 2 2 2 2 2 2 2 8 2 8 2 2 8 1 2 2 1 2 2 2 2
cgs_4dcc9522172c1, 0, request, -1 10 7 -1 10 4 -1 11 0 -1 9 6 -1 8 7 -1 9 3 -1 8 4 -1 8 5 -1 20 0 -1 20 3 -1 20 6 -1 21 6 -1 21 3 -1 11 6 -1 22 6 -1 23 7 -1 23 5 -1 23 3 -1 9 12 -1 9 15 -1 22 13 -1 22 15 -1 21 8 -1 22 8 -1 9 8 -1 8 8 -1 23 8 -1 7 8 -1 4 10 -1 25 10 -1 8 13 -1 8 15 -1 24 13 -1 24 15 , 2 3 13 16 8 13 3 14 5 3 5 3 13 2 8 8 12 1 12 5 15 17 4 1017 8 12 12 3 13 14 7 13 7 10 13 14 2 15 1017 7 1 17 10 15 1 17 15 2 3 14 3 10 5 1017 9 1017 2 9 5 10 1017 16 14 4 13 9 17 15 12 1 13 9 12 15 2 2 10 5 14 13 3 7 7 15 15 7 17 4 14 2 12 17 7 9 1 16 9 12 13 10 11 1 16 1017 14 4 13 17 5 3 1017 5 8 8 10 2 15 5 15 17 13 16 7 3 1 14 16 3 8 4 10 14, 4 1017 7 15 1 13 4 17 17 8 17 13 9 1017 7 13 1017 12 7 4 8 3 12 7 7 4 17 8 7 1017 3 15 15 14 1 8 8 1 14 5 12 8 1017 3 13 8 11 5 7 8 17 15 8 15 10 12 8 15 5 13 13 10 13 7 14 10 13 7 7 12 2 4 9 3 5 9 3 12 3 1 15 4 5 10 13 5 9 8 9 13 12 5 8 5 10 16 1017 1017 15 10 2 12 11 2 10 7 7 5 11 1 3 1017 13 3 12 16 4 12 12 3 15 17 3 8 15 13, 184
cgs_4ddaa651e6f4d, 0, 4 7 4 3 7 2 8 3 7 7 8 3 2 3 4 15 1 8 2 1 2 15 1 8 1 7 4 8 8 1 3 8 4 3 7 2 1 8 4 4 7 4 1, 4 3 4 7 4 1 3 4 4 8 4 1 15 3 2 7 8 4 15 2 7 8 15 4 2 2 7 2 1 15 7 1 8 1 2 1 7 1 4, -1 29 13 -1 29 15 -1 29 17 -1 2 13 -1 2 15 -1 2 17 -1 1 12 -1 1 14 -1 1 16 -1 30 12 -1 30 14 -1 30 16 -1 22 9 -1 9 9 -1 11 9 -1 20 9 -1 21 10 -1 10 10 -1 23 10 -1 8 10 -1 7 11 -1 24 11 -1 28 11 -1 27 11 -1 3 11 -1 4 11 -1 26 10 -1 5 10 -1 29 11 -1 2 11 -1 1 11 -1 30 11 -1 0 11 -1 6 9 -1 25 9 -1 31 11 , request, 27
cgs_4ddaa651e6f4d, 0, 4 7 4 3 7 2 8 3 7 7 8 3 2 3 4 15 1 8 2 1 2 15 1 8 1 7 4 8 8 1 3 8 4 3 7 2 1 8 4 4 7 4 1, 4 3 4 7 4 1 3 4 4 8 4 1 15 3 2 7 8 4 15 2 7 8 15 4 2 2 7 2 1 15 7 1 8 1 2 1 7 1 4, -1 29 13 -1 29 15 -1 29 17 -1 2 13 -1 2 15 -1 2 17 -1 1 12 -1 1 14 -1 1 16 -1 30 12 -1 30 14 -1 30 16 -1 20 9 -1 21 9 -1 11 9 -1 10 9 -1 9 9 -1 22 9 -1 23 10 -1 8 10 -1 31 11 -1 0 11 -1 2 11 -1 29 11 -1 4 11 -1 27 11 -1 7 11 -1 24 11 -1 30 11 -1 28 11 -1 3 11 -1 1 11 -1 6 11 -1 25 11 -1 26 11 -1 5 11 , request, 39
cgs_4ddaa651e6f4d, 0, 4 7 4 3 7 2 8 3 7 7 8 3 2 3 4 15 1 8 2 1 2 15 1 8 1 7 4 8 8 1 3 8 4 3 7 2 1 8 4 4 7 4 1, 4 3 4 7 4 1 3 4 4 8 4 1 15 3 2 7 8 4 15 2 7 8 15 4 2 2 7 2 1 15 7 1 8 1 2 1 7 1 4, -1 2 12 -1 3 13 -1 2 14 -1 3 15 -1 2 16 -1 3 17 -1 29 12 -1 28 13 -1 29 14 -1 28 15 -1 29 16 -1 28 17 -1 29 13 -1 29 15 -1 29 17 -1 2 13 -1 2 15 -1 2 17 -1 1 12 -1 1 14 -1 1 16 -1 30 12 -1 30 14 -1 30 16 -1 20 9 -1 21 9 -1 22 9 -1 11 9 -1 10 9 -1 9 9 -1 23 9 -1 8 9 -1 7 11 -1 6 11 -1 24 11 -1 25 11 -1 26 11 -1 5 11 , request, 56
cgs_4ddae3a3ea304, 0, -1 30 9 -1 31 10 -1 1 9 -1 0 10 -1 20 12 -1 29 8 -1 2 8 -1 20 13 -1 20 14 -1 20 15 -1 20 16 -1 20 17 -1 11 12 -1 11 13 -1 11 14 -1 11 15 -1 11 16 -1 11 17 , 8 16 1 3 1 5 5 5 9 3 8 9 8 8 12 16 3 7 16 15 3 8 4 3 8 8 5 9 8 3 16 4 5 9 3 1 1 12 7 8 15 4 4 1 1 12 2 9 16 5 1 4 1 9, 4 1 4 16 3 2 12 2 9 2 2 7 8 7 15 4 2 16 1 4 15 2 16 2 1 1 1 8 16 4 3 2 15 9 12 15 2 2 15 2 1 1 8 15 2 1 1 8 9 8 1 4 4, 99, request
cgs_4ddae3a3ea304, 0, -1 30 9 -1 31 10 -1 1 9 -1 0 10 -1 20 12 -1 29 8 -1 2 8 -1 20 13 -1 20 14 -1 20 15 -1 20 16 -1 20 17 -1 11 12 -1 11 13 -1 11 14 -1 11 15 -1 11 16 -1 11 17 , 8 16 1 3 1 5 5 5 9 3 8 9 8 8 12 16 3 7 16 15 3 8 4 3 8 8 5 9 8 3 16 4 5 9 3 1 1 12 7 8 15 4 4 1 1 12 2 9 16 5 1 4 1 9, 4 1 4 16 3 2 12 2 9 2 2 7 8 7 15 4 2 16 1 4 15 2 16 2 1 1 1 8 16 4 3 2 15 9 12 15 2 2 15 2 1 1 8 15 2 1 1 8 9 8 1 4 4, 142, request
cgs_4dce36741f171, 0, 9 15 1 2 4 2 16 9 4 8 1 9 16 1 16 15 2 15 15 2 8 12 15 8 16 9 15 9 2 9 16 1 2 8 2 3 3 2 3 2 12 2 15 1 3 12 15 2 3 1 12 15 15 8, 12, -1 10 9 -1 21 9 -1 9 10 -1 22 10 -1 8 9 -1 23 9 -1 7 9 -1 24 9 -1 25 9 -1 6 9 -1 26 9 -1 5 9 -1 27 9 -1 3 9 -1 28 9 -1 29 9 -1 30 11 -1 2 10 -1 11 9 -1 20 9 -1 22 13 -1 22 15 -1 9 13 -1 9 15 -1 20 4 -1 11 4 -1 22 6 -1 9 6 -1 9 5 -1 9 4 -1 9 3 -1 4 9 -1 22 5 -1 22 4 -1 9 7 -1 22 7 , 9 2 16 15 8 8 1 15 9 12 12 9 1 2 15 16 3 8 8 4 12 3 15 15 8 2 2 1 3 16 1 8 1 3 3 1 2 1 4 8 2 9 1 15 9 2 9, request
cgs_4dce36741f171, 0, 9 15 1 2 4 2 16 9 4 8 1 9 16 1 16 15 2 15 15 2 8 12 15 8 16 9 15 9 2 9 16 1 2 8 2 3 3 2 3 2 12 2 15 1 3 12 15 2 3 1 12 15 15 8, 18, -1 10 9 -1 21 9 -1 9 10 -1 22 10 -1 8 9 -1 23 9 -1 7 9 -1 24 9 -1 25 9 -1 6 9 -1 26 9 -1 5 9 -1 27 9 -1 3 9 -1 28 9 -1 29 9 -1 30 11 -1 2 10 -1 11 9 -1 20 9 -1 22 13 -1 22 15 -1 9 13 -1 9 15 -1 20 14 -1 11 14 -1 20 4 -1 11 4 -1 7 4 -1 25 4 -1 22 6 -1 9 6 -1 9 5 -1 9 4 -1 9 3 -1 4 9 -1 22 5 -1 22 4 -1 9 7 -1 22 7 , 9 2 16 15 8 8 1 15 9 12 12 9 1 2 15 16 3 8 8 4 12 3 15 15 8 2 2 1 3 16 1 8 1 3 3 1 2 1 4 8 2 9 1 15 9 2 9, request
cgs_4dce36741f171, 0, 1 1 1 3 8 2 8 1 3 8 1 2 4 1 2 4 1 3 3 1 1 4 1 3 1 3 3 1 3 2 2 8 1 2 3 3 4 1 2 1, 3, -1 20 9 -1 21 9 -1 11 9 -1 10 9 -1 9 9 -1 22 9 -1 8 9 -1 23 9 -1 7 10 -1 24 10 -1 5 9 -1 26 9 -1 25 9 -1 6 9 -1 4 11 -1 27 11 , 4 3 3 1 2 3 2 3 3 4 1 4 3 2 4 8 2 1 1 2 3 1 1 4 4 8 3 2 2 2 2 8 4 8 3 2 4 8 4 2, request
cgs_4dce36741f171, 0, 1 1 1 3 8 2 8 1 3 8 1 2 4 1 2 4 1 3 3 1 1 4 1 3 1 3 3 1 3 2 2 8 1 2 3 3 4 1 2 1, 4, -1 20 9 -1 11 9 -1 10 9 -1 21 9 -1 22 10 -1 9 10 -1 23 9 -1 8 9 -1 7 9 -1 24 9 -1 6 9 -1 25 9 -1 5 9 -1 26 9 -1 27 11 -1 4 11 , 4 3 3 1 2 3 2 3 3 4 1 4 3 2 4 8 2 1 1 2 3 1 1 4 4 8 3 2 2 2 2 8 4 8 3 2 4 8 4 2, request
cgs_4dce36741f171, 0, 1 1 1 3 8 2 8 1 3 8 1 2 4 1 2 4 1 3 3 1 1 4 1 3 1 3 3 1 3 2 2 8 1 2 3 3 4 1 2 1, 6, -1 21 9 -1 22 11 -1 10 9 -1 9 11 -1 8 9 -1 7 9 -1 23 9 -1 24 9 -1 6 10 -1 25 10 -1 5 10 -1 26 10 -1 27 9 -1 4 9 -1 11 9 -1 20 9 -1 3 11 -1 28 11 , 4 3 3 1 2 3 2 3 3 4 1 4 3 2 4 8 2 1 1 2 3 1 1 4 4 8 3 2 2 2 2 8 4 8 3 2 4 8 4 2, request
cgs_4dce36741f171, 0, 1 1 1 3 8 2 8 1 3 8 1 2 4 1 2 4 1 3 3 1 1 4 1 3 1 3 3 1 3 2 2 8 1 2 3 3 4 1 2 1, 9, -1 20 9 -1 11 9 -1 10 9 -1 21 9 -1 22 11 -1 9 11 -1 8 10 -1 23 10 -1 24 9 -1 7 9 -1 25 10 -1 29 11 -1 6 10 -1 5 9 -1 26 9 -1 3 9 -1 28 9 -1 2 11 -1 4 10 -1 27 10 , 4 3 3 1 2 3 2 3 3 4 1 4 3 2 4 8 2 1 1 2 3 1 1 4 4 8 3 2 2 2 2 8 4 8 3 2 4 8 4 2, request
cgs_4dce36741f171, 0, 1 1 8 8 2 2 2 2 2 8 2 8 8 1 8 1 2 2 2 2 8 8 1 2 1 8 2 2 8 2, 3, -1 20 9 -1 11 9 -1 21 9 -1 10 9 -1 9 9 -1 22 9 -1 23 9 -1 8 9 -1 7 11 -1 6 11 -1 5 11 -1 24 11 -1 25 11 -1 26 11 -1 28 11 -1 3 11 -1 2 11 -1 29 11 -1 30 11 , 2 2 2 2 2 8 8 8 8 8 2 8 8 8 2 2 2 8 1 1 1 2 2 8 2 2 2 8 1 1, request
cgs_4dcc9522172c1, 0, request, -1 7 13 -1 7 15 -1 23 13 -1 23 15 -1 28 10 -1 26 10 -1 30 11 -1 25 9 -1 6 10 -1 10 8 -1 11 8 -1 9 8 -1 8 8 -1 20 8 -1 22 8 -1 21 8 -1 23 8 -1 20 0 -1 20 3 -1 21 5 -1 11 0 -1 11 3 -1 9 5 -1 8 6 -1 10 6 -1 22 6 -1 24 7 -1 22 3 -1 9 2 -1 4 10 -1 2 10 , 16 17 8 7 9 7 3 4 17 4 4 15 15 2 12 10 15 2 9 9 1 2 3 13 14 17 14 14 2 12 2 3 1 10 17 10 4 10 1017 11 5 14 14 1 13 14 14 9 1017 17 15 8 1017 3 10 2 7 12 8 8 14 17 17 2 8 5 1017 3 1017 9 15 1017 3 10 9 14 4 10 11 5 10 5 10 17 7 1 3 8 15 2 9 1 17 1 4 5 10 1017 1 1017 12 17 2 17 14 1017 3 9 1017 7 5 9 5 2 1 1 13 15 10 13 14 9, 4 9 2 12 3 9 15 14 8 14 14 11 17 4 1 17 10 17 11 9 8 5 14 15 10 7 1017 15 10 4 15 11 10 17 3 5 12 14 13 15 4 14 15 3 8 14 12 12 1017 4 7 2 10 1017 11 11 5 3 17 16 1 15 4 7 7 2 17 9 12 1017 17 7 16 15 8 8 5 12 17 15 9 12 14 10 11 13 2 15 17 14 1 3 9 11 15 17 1 10 1 9 10 8 13 8 8 7 4 9 5 8 9 17 9 17 3 9 8 2 3 5 1 12 15 1 9 1017 1 7 1017 9 3 8 8 11, 262
cgs_4dda9f532e3cf, 0, request, -1 26 14 -1 5 13 -1 25 13 -1 23 15 -1 11 6 -1 11 3 -1 11 0 -1 10 5 -1 10 2 -1 8 8 -1 9 8 -1 27 10 -1 23 8 -1 24 8 -1 26 9 -1 20 6 -1 20 1 -1 3 4 -1 5 10 -1 7 9 -1 4 11 -1 29 11 -1 21 2 -1 21 5 -1 4 3 -1 28 3 -1 29 4 -1 4 4 -1 27 4 -1 5 14 -1 4 14 -1 28 14 , 1 13 13 4 2 9 9 12 1 16 10 1017 10 17 11 16 2 9 1 17 9 14 3 14 7 15 10 8 17 4 1 9 5 5 15 14 1 9 4 5 14 9 2 17 4 14 10 15 5 16 9 12 17 4 15 4 14 8 15 17 15 17 15 16 1 17 15 5 1 7 1017 11 16 15 3 8 15 5 15 9 1 13 10 1017 3 3 3 2 8 9 1 10 17 10 5 12 9 13 1017 8 16 4 3 10 1 11 1017 4 15 13 7 12 7 5 1017 2 5 5 12 8 15 7 9 10 15 1 4 2 13 1017 1017 3 1017 4 1 7 4 1017, 321, 10 17 9 16 8 10 11 9 3 12 8 9 14 14 5 13 14 9 17 7 14 9 10 13 3 1 4 5 1 1 17 7 12 15 12 11 2 16 7 13 12 12 16 17 12 1 4 4 1 8 17 1017 10 1 1 15 12 1 7 11 4 11 13 12 15 1017 8 2 3 2 9 3 10 8 12 4 8 8 15 1017 3 12 16 7 12 1 5 5 13 10 12 7 5 15 1 15 1 17 14 10 10 7 4 2 2 8 14 10 12 12 14 10 1017 7 15 7 2 1017 7 7 7 1 13 4 17 15 7 8 3 11 1017 12 4 4 14 5 17 1 5 12 14 1017 10 12
cgs_4dcc9522172c1, 0, request, -1 11 3 -1 11 0 -1 9 5 -1 7 13 -1 7 15 -1 23 13 -1 23 15 -1 28 10 -1 26 10 -1 30 11 -1 25 9 -1 4 10 -1 6 10 -1 10 8 -1 11 8 -1 9 8 -1 8 8 -1 20 8 -1 22 8 -1 21 8 -1 23 8 -1 20 0 -1 20 3 -1 21 5 -1 25 6 -1 7 4 -1 6 3 -1 23 5 , 16 17 8 7 9 7 3 4 17 4 4 15 15 2 12 10 15 2 9 9 1 2 3 13 14 17 14 14 2 12 2 3 1 10 17 10 4 10 1017 11 5 14 14 1 13 14 14 9 1017 17 15 8 1017 3 10 2 7 12 8 8 14 17 17 2 8 5 1017 3 1017 9 15 1017 3 10 9 14 4 10 11 5 10 5 10 17 7 1 3 8 15 2 9 1 17 1 4 5 10 1017 1 1017 12 17 2 17 14 1017 3 9 1017 7 5 9 5 2 1 1 13 15 10 13 14 9, 4 9 2 12 3 9 15 14 8 14 14 11 17 4 1 17 10 17 11 9 8 5 14 15 10 7 1017 15 10 4 15 11 10 17 3 5 12 14 13 15 4 14 15 3 8 14 12 12 1017 4 7 2 10 1017 11 11 5 3 17 16 1 15 4 7 7 2 17 9 12 1017 17 7 16 15 8 8 5 12 17 15 9 12 14 10 11 13 2 15 17 14 1 3 9 11 15 17 1 10 1 9 10 8 13 8 8 7 4 9 5 8 9 17 9 17 3 9 8 2 3 5 1 12 15 1 9 1017 1 7 1017 9 3 8 8 11, 375
cgs_4dcc9522172c1, 0, request, -1 20 0 -1 11 3 -1 11 0 -1 11 6 -1 20 3 -1 20 6 -1 7 13 -1 7 15 -1 23 13 -1 23 15 -1 3 10 -1 5 10 -1 28 10 -1 26 10 -1 2 11 -1 30 11 -1 7 9 -1 25 9 -1 4 5 -1 26 4 , 16 17 8 7 9 7 3 4 17 4 4 15 15 2 12 10 15 2 9 9 1 2 3 13 14 17 14 14 2 12 2 3 1 10 17 10 4 10 1017 11 5 14 14 1 13 14 14 9 1017 17 15 8 1017 3 10 2 7 12 8 8 14 17 17 2 8 5 1017 3 1017 9 15 1017 3 10 9 14 4 10 11 5 10 5 10 17 7 1 3 8 15 2 9 1 17 1 4 5 10 1017 1 1017 12 17 2 17 14 1017 3 9 1017 7 5 9 5 2 1 1 13 15 10 13 14 9, 4 9 2 12 3 9 15 14 8 14 14 11 17 4 1 17 10 17 11 9 8 5 14 15 10 7 1017 15 10 4 15 11 10 17 3 5 12 14 13 15 4 14 15 3 8 14 12 12 1017 4 7 2 10 1017 11 11 5 3 17 16 1 15 4 7 7 2 17 9 12 1017 17 7 16 15 8 8 5 12 17 15 9 12 14 10 11 13 2 15 17 14 1 3 9 11 15 17 1 10 1 9 10 8 13 8 8 7 4 9 5 8 9 17 9 17 3 9 8 2 3 5 1 12 15 1 9 1017 1 7 1017 9 3 8 8 11, 536
cgs_4dda9f532e3cf, 0, request, -1 4 14 -1 26 14 -1 5 13 -1 7 15 -1 25 13 -1 23 15 -1 11 6 -1 11 3 -1 11 0 -1 10 5 -1 10 2 -1 8 8 -1 9 8 -1 27 10 -1 23 8 -1 24 8 -1 26 9 -1 20 6 -1 20 2 -1 26 4 -1 4 4 -1 3 4 -1 28 4 -1 5 10 -1 7 9 -1 4 11 -1 29 11 , 1 13 13 4 2 9 9 12 1 16 10 1017 10 17 11 16 2 9 1 17 9 14 3 14 7 15 10 8 17 4 1 9 5 5 15 14 1 9 4 5 14 9 2 17 4 14 10 15 5 16 9 12 17 4 15 4 14 8 15 17 15 17 15 16 1 17 15 5 1 7 1017 11 16 15 3 8 15 5 15 9 1 13 10 1017 3 3 3 2 8 9 1 10 17 10 5 12 9 13 1017 8 16 4 3 10 1 11 1017 4 15 13 7 12 7 5 1017 2 5 5 12 8 15 7 9 10 15 1 4 2 13 1017 1017 3 1017 4 1 7 4 1017, 459, 10 17 9 16 8 10 11 9 3 12 8 9 14 14 5 13 14 9 17 7 14 9 10 13 3 1 4 5 1 1 17 7 12 15 12 11 2 16 7 13 12 12 16 17 12 1 4 4 1 8 17 1017 10 1 1 15 12 1 7 11 4 11 13 12 15 1017 8 2 3 2 9 3 10 8 12 4 8 8 15 1017 3 12 16 7 12 1 5 5 13 10 12 7 5 15 1 15 1 17 14 10 10 7 4 2 2 8 14 10 12 12 14 10 1017 7 15 7 2 1017 7 7 7 1 13 4 17 15 7 8 3 11 1017 12 4 4 14 5 17 1 5 12 14 1017 10 12
cgs_4dda9f532e3cf, 0, request, -1 21 10 -1 2 13 -1 2 15 -1 28 13 -1 28 15 -1 20 4 -1 22 5 -1 24 8 -1 25 10 -1 5 13 -1 7 15 -1 25 13 -1 23 15 , 4 2 12 5 15 8 10 2 10 4 9 10 12 4 10 1017 13 8 3 15 4 4 14 2 3 10 1 7 1 17 4 14 14 12 10 3 10 1017 15 14 3 9 5 5 10 16 13 3 8 9 2 3 4 10 8 7 5 15 3 3 8 17 15 7 10 15 11 2 13 13 16 3 16 3 9 3 7 4 9 5 17 2 7 16 3 1017 17 14 11 5 10 15 9 1 3 5 15 2 10 13 10 10 4 4 4 13 8 1 16 9 5 1017 2 10 7 13 1 11 15 7 7 14 8 13, 432, 7 12 2 7 4 7 13 2 5 1 15 5 7 13 7 4 8 9 17 7 8 10 1 3 1 13 2 10 1 8 17 16 5 17 5 4 8 12 11 13 4 8 14 9 2 3 16 10 3 16 8 16 7 10 1017 16 3 4 10 10 1 4 11 11 8 17 10 1017 5 12 14 14 12 4 1017 15 1 10 8 8 2 17 4 8 15 11 4 13 14 17 17 17 7 4 10 16 15 17 14 12 11 16 13 17 14 12 14 1017 1 16 17 7 9 7 14 4 15 10 1 13 1 3 14 13 17 1
cgs_4dda9f532e3cf, 0, request, -1 10 10 -1 21 10 -1 27 10 -1 2 13 -1 2 15 -1 28 13 -1 28 15 -1 20 4 -1 22 2 -1 22 5 -1 23 3 -1 7 8 -1 24 8 -1 6 9 -1 5 10 -1 8 2 -1 8 5 -1 11 5 -1 11 2 -1 6 4 -1 25 10 -1 5 13 -1 7 15 -1 25 13 -1 23 15 , 4 2 12 5 15 8 10 2 10 4 9 10 12 4 10 1017 13 8 3 15 4 4 14 2 3 10 1 7 1 17 4 14 14 12 10 3 10 1017 15 14 3 9 5 5 10 16 13 3 8 9 2 3 4 10 8 7 5 15 3 3 8 17 15 7 10 15 11 2 13 13 16 3 16 3 9 3 7 4 9 5 17 2 7 16 3 1017 17 14 11 5 10 15 9 1 3 5 15 2 10 13 10 10 4 4 4 13 8 1 16 9 5 1017 2 10 7 13 1 11 15 7 7 14 8 13, 617, 7 12 2 7 4 7 13 2 5 1 15 5 7 13 7 4 8 9 17 7 8 10 1 3 1 13 2 10 1 8 17 16 5 17 5 4 8 12 11 13 4 8 14 9 2 3 16 10 3 16 8 16 7 10 1017 16 3 4 10 10 1 4 11 11 8 17 10 1017 5 12 14 14 12 4 1017 15 1 10 8 8 2 17 4 8 15 11 4 13 14 17 17 17 7 4 10 16 15 17 14 12 11 16 13 17 14 12 14 1017 1 16 17 7 9 7 14 4 15 10 1 13 1 3 14 13 17 1
cgs_4dda9f532e3cf, 0, request, -1 10 10 -1 21 10 -1 3 10 -1 28 10 -1 4 10 -1 27 10 -1 2 13 -1 2 15 -1 28 13 -1 28 15 -1 11 6 -1 11 1 -1 20 4 -1 9 3 -1 9 6 -1 22 2 -1 22 5 -1 23 3 -1 7 8 -1 24 8 -1 6 9 , 4 2 12 5 15 8 10 2 10 4 9 10 12 4 10 1017 13 8 3 15 4 4 14 2 3 10 1 7 1 17 4 14 14 12 10 3 10 1017 15 14 3 9 5 5 10 16 13 3 8 9 2 3 4 10 8 7 5 15 3 3 8 17 15 7 10 15 11 2 13 13 16 3 16 3 9 3 7 4 9 5 17 2 7 16 3 1017 17 14 11 5 10 15 9 1 3 5 15 2 10 13 10 10 4 4 4 13 8 1 16 9 5 1017 2 10 7 13 1 11 15 7 7 14 8 13, 882, 7 12 2 7 4 7 13 2 5 1 15 5 7 13 7 4 8 9 17 7 8 10 1 3 1 13 2 10 1 8 17 16 5 17 5 4 8 12 11 13 4 8 14 9 2 3 16 10 3 16 8 16 7 10 1017 16 3 4 10 10 1 4 11 11 8 17 10 1017 5 12 14 14 12 4 1017 15 1 10 8 8 2 17 4 8 15 11 4 13 14 17 17 17 7 4 10 16 15 17 14 12 11 16 13 17 14 12 14 1017 1 16 17 7 9 7 14 4 15 10 1 13 1 3 14 13 17 1
cgs_4dda85fb3fe4c, 0, , 3 7 9 17 3 13 7 12 12 8 14 3 5 7 1 4 10 4 8 13 7 11 8 7 8 16 9 5 13 10 10 13 2 14 8 10 3 12 12 17 7 2 16 13 12 10 11 7 13 7 5 7 12 10 17 12 1 10 10 7 2 13 12 8 15 14 17 17 7 8 14 1017 13 15 1017 5 1017 1 4 2 3 5 1 15 1 9 2 9 1 2 7 1017 10 3 12 1 12 8 10 2 12 14 12 2 12 14 9 3 3 12 13 12 8 12 4 16 1017 7 15 2 17 3 14 7 1017, 537, 17 15 3 11 4 9 3 9 4 3 4 9 5 3 1 13 8 3 1017 13 12 1017 1 10 9 17 3 3 4 7 17 10 12 9 5 1017 2 7 5 3 8 5 8 15 9 1017 2 10 2 2 5 2 7 1017 10 8 10 12 7 5 14 14 17 5 5 4 10 9 12 14 14 13 3 17 16 1017 1017 11 10 9 14 10 9 14 10 2 15 1 2 2 5 10 14 15 4 3 9 7 13 16 2 7 5 5 8 17 15 16 10 7 17 13 2 10 8 9 12 17 13 2 5 14 5 15 4 7 17 15 8 10 1 15 14 12, request
